aadhaar_id,account_id,name,dob,addr,phone,income_proof_flag,account_open_time,initial_deposit,last_txn_date,anomaly_type
SYN_AAD_008900,ACC19424464,Joseph Miranda,1953-02-09,"90534 Carter Walks Apt. 042 Lisaberg, KY 45057",1851744600,True,2021-06-04 22:05:34,40359.0,2025-07-23 14:59:52,none
SYN_AAD_019229,ACC33115895,Joseph Greene,1948-04-04,"5512 Brandi Common North Joshua, MP 72617",8984841604,True,2022-12-03 15:30:42,14321.86,2025-06-03 18:07:29,none
SYN_AAD_017401,ACC31289135,Benjamin Rush,1935-03-06,"75681 Moore Points Apt. 152 Lake Samantha, UT 14115",7322836084,True,2025-04-16 23:08:20,32019.0,2024-11-20 08:07:22,none
SYN_AAD_001720,ACC14448342,Daniel Estrada,1960-10-28,"2696 Adams Ridges Apt. 649 Smithville, MO 77930",4292913203,True,2023-12-29 02:11:22,24211.01,2024-10-10 13:55:16,none
SYN_AAD_003480,ACC14494908,Destiny Rodriguez,1935-01-06,"061 Clark Divide Lake Deborah, DE 48834",6684732365,True,2024-10-16 17:51:31,44146.47,2024-12-04 07:32:03,none
SYN_AAD_004504,ACC1695441,David Hamilton,1956-03-20,"784 Robert Heights West Joshua, NE 02305",8197543734,False,2021-12-31 06:27:45,9418.74,2025-02-22 11:48:51,none
SYN_AAD_019108,ACC55614193,Taylor Smith,1966-07-15,"88214 Boyd Spurs Apt. 484 Smithshire, FM 14541",4438998278,True,2023-06-02 20:47:56,17268.28,2025-06-14 09:30:00,none
SYN_AAD_003611,ACC65082055,Kristen Bradley,1934-10-30,"46449 Courtney Skyway Codyfort, RI 26226",5055738573,True,2021-04-13 16:47:59,12532.14,2024-09-29 00:26:52,none
SYN_AAD_009412,ACC44106399,Breanna Jenkins,1940-08-08,"118 Higgins Forges Apt. 351 West Alexandershire, MT 16266",9731539114,True,2021-01-03 23:25:12,6752.61,2025-02-20 19:22:57,none
SYN_AAD_010605,ACC13007214,Andrew Smith,1935-06-30,"PSC 7365, Box 1189 APO AE 75955",0655782019,True,2022-02-05 08:09:42,619.5,2025-07-05 07:08:50,duplicate_aadhaar_diff_name
SYN_AAD_007609,ACC72826922,Omar Oconnor,1961-04-15,"47073 Anthony Stream West Courtney, FM 39769",2127602508,False,2021-05-10 07:00:26,34587.03,2025-06-12 19:30:47,none
SYN_AAD_006669,ACC24496796,Nancy Kelley,1993-10-13,"8889 Mercado Estate South Roger, RI 58837",5493036468,True,2021-08-13 02:45:33,2717.78,2025-06-25 07:29:30,duplicate_aadhaar_diff_name
SYN_AAD_012656,ACC5877451,Rachel Wilson,2007-03-31,USS Castro FPO AA 85652,0828323089,False,2025-03-21 08:47:34,29392.96,2025-03-22 10:13:21,duplicate_aadhaar_diff_name
SYN_AAD_000679,ACC67489301,Steven Hall,1970-03-04,"06732 Holly Corners New Scott, NE 94993",5724500000,True,2022-01-14 03:26:40,19504.39,2025-06-10 03:34:55,duplicate_aadhaar_diff_name
SYN_AAD_003774,ACC6028625,Mandy Miller,1960-07-18,"8509 Jennifer Knoll Nicholasville, WY 66563",4421829987,True,2021-04-14 17:49:27,1061.3,2024-10-17 10:06:24,none
SYN_AAD_006576,ACC81904160,Evan Matthews,1940-05-29,"86700 Aaron Green Apt. 655 West Jenniferview, NC 20156",6913624835,True,2023-04-10 06:31:22,15558.21,2025-07-05 00:17:20,duplicate_aadhaar_diff_name
SYN_AAD_010978,ACC39193218,Kenneth Blair,1939-12-28,"3369 Montgomery Turnpike Port Claudiahaven, HI 16985",0401648188,True,2022-02-22 01:05:18,25899.21,2025-03-20 13:29:12,none
SYN_AAD_005595,ACC71372842,Crystal Smith,2004-10-23,"164 Eric Circles Lake Ricardo, TX 39187",8946420362,True,2022-06-15 05:27:00,14525.82,2024-09-29 08:50:27,duplicate_aadhaar_diff_name
SYN_AAD_004397,ACC68674279,Richard Miller,1940-03-07,"625 Todd Way Apt. 263 Matthewburgh, LA 25623",1764644898,True,2021-07-24 06:51:29,31713.08,2025-01-10 00:05:56,none
SYN_AAD_006318,ACC16119192,Michael Stone,1972-02-12,"9050 Mcdaniel Centers Johnborough, IL 47039",8495163211,True,2025-02-09 14:59:30,11559.67,2025-02-17 02:15:15,none
SYN_AAD_015037,ACC88011385,Rachel Stephens,1961-08-30,"373 Richard Islands North Nicole, PR 05056",1987561786,True,2020-09-21 21:34:57,513.55,2025-08-08 22:31:20,none
SYN_AAD_003277,ACC2890348,Robert Osborn,1938-08-19,"1829 John Lane Suite 774 Mackenzieville, VA 54962",9365952014,False,2025-02-08 20:21:02,36155.35,2025-04-25 05:13:31,none
SYN_AAD_009667,ACC77206305,Donna Ryan,1965-05-14,"0926 George Stream Apt. 399 North John, KY 44435",6114042886,True,2023-07-04 07:02:18,10517.19,2024-11-20 05:40:15,none
SYN_AAD_001396,ACC24554528,James Graham DDS,1940-12-09,"26003 Abigail Ford Peterland, GU 04075",2715312345,True,2024-12-18 09:16:09,3402.41,2025-03-21 15:42:45,none
SYN_AAD_019465,ACC58405358,Sherri Richardson,2000-09-03,"384 Brady Canyon East Kevinside, AL 69682",3543788260,True,2021-09-09 10:09:37,15935.81,2024-09-09 16:21:08,duplicate_aadhaar_diff_name
SYN_AAD_000211,ACC54798927,Tristan Welch,1937-02-01,"599 Linda Heights North Jennifer, NV 33956",6999699648,True,2021-05-25 06:57:44,21587.81,2025-07-31 06:06:59,duplicate_aadhaar_diff_name
SYN_AAD_006054,ACC19872606,Brianna Bowers,1986-11-27,"59140 Hudson Turnpike East Pamela, CT 24743",4266980690,True,2024-01-08 06:23:33,61962.07,2025-04-25 14:05:21,none
SYN_AAD_008128,ACC1916723,Phillip Compton,1938-10-14,"348 Abigail Forges Elizabethstad, SD 32477",8040561299,True,2025-04-22 05:02:12,16164.61,2025-06-28 09:54:11,none
SYN_AAD_008238,ACC60959826,Bridget Garza,1983-06-15,"4186 Cooper Roads Port Jayside, NJ 56331",2385951434,False,2022-09-06 06:19:15,10880.76,2025-04-05 03:33:30,none
SYN_AAD_010801,ACC41526484,Emily Hicks,1940-02-25,"3008 Burke Loaf North Darrylfurt, NY 26985",1395001680,True,2023-02-16 04:04:00,8800.28,2025-04-21 13:21:52,none
SYN_AAD_018772,ACC2534878,Shannon Morris,1996-04-20,"839 May Road North Jessica, IN 84059",4077794620,True,2024-02-19 16:22:58,289.96,2025-05-07 16:27:55,none
SYN_AAD_013847,ACC93981826,Chad Smith,1947-02-28,"760 Ariana Rapids Apt. 406 Carlosborough, ID 27064",3125523561,True,2024-08-01 03:11:23,941.89,2024-08-24 01:48:35,none
SYN_AAD_003873,ACC63464258,Zachary Velez,1948-06-19,"61363 Anderson Park Nicholasborough, IL 59154",8444902950,True,2024-12-22 02:12:40,38684.06,2024-09-05 15:25:32,none
SYN_AAD_013284,ACC93083242,Anna Hill,1941-10-30,"416 Ferguson Divide Figueroafort, TN 67792",2102179821,True,2024-03-16 05:25:55,12855.69,2024-10-25 14:14:08,none
SYN_AAD_006565,ACC93649206,Gina Gallegos,1994-03-26,"83182 Ortiz Junction Apt. 970 Floydshire, ND 94765",6177067368,True,2020-08-26 17:42:23,13530.36,2025-01-13 00:17:16,none
SYN_AAD_003077,ACC50330907,Gregory Horton,1959-03-11,"2165 Kimberly Plains Suite 146 Lake Charles, SD 23335",9259679089,True,2024-04-16 14:02:46,3803.89,2025-04-19 01:28:44,duplicate_aadhaar_diff_name
SYN_AAD_004961,ACC18927298,Margaret Meadows,1936-10-30,USNS Mcclain FPO AE 43870,9386948424,True,2024-12-28 02:38:42,10166.73,2025-03-22 21:59:59,duplicate_aadhaar_diff_name
SYN_AAD_014908,ACC82300905,Maria Campbell,1996-02-17,"71523 West Neck Apt. 820 Hillland, RI 08821",7987682996,True,2021-09-26 01:06:50,20162.29,2024-12-22 06:19:29,none
SYN_AAD_017997,ACC64193474,Christina Gamble,1939-10-29,"806 Faith Turnpike Apt. 504 Lake Patriciastad, WV 51639",9579001248,False,2022-12-01 09:23:47,9387.68,2024-11-25 12:01:55,none
SYN_AAD_007156,ACC34214247,Joseph Murray,1988-04-06,"423 Frances Streets Suite 633 West Richardview, CO 90215",2857256292,True,2022-07-11 07:30:34,13988.79,2024-12-31 06:38:46,none
SYN_AAD_019523,ACC11988446,Rachael Wood,1965-01-20,"655 Stephanie Overpass Stephanieside, MD 02549",7443034918,True,2024-09-22 19:59:27,21499.5,2025-04-09 13:43:09,none
SYN_AAD_015743,ACC95457890,Julie Reynolds,1966-10-02,"53641 Carter Coves Mariaborough, CT 28890",5936781367,True,2022-11-23 09:54:38,1463.65,2025-07-14 17:33:22,duplicate_aadhaar_diff_name
SYN_AAD_018486,ACC16060409,Sean Lang,1973-03-18,USS Johnson FPO AA 23743,6981987809,True,2022-12-11 19:54:19,537.38,2025-01-07 03:15:50,none
SYN_AAD_018945,ACC68845324,Ryan Rose,1982-01-13,"8660 Shields Prairie Sparksmouth, ND 58461",4227585485,True,2023-05-02 15:27:42,56345.11,2025-06-21 19:39:41,none
SYN_AAD_004365,ACC21112846,Lisa Thompson,1952-03-04,"65020 Brad Unions Nathanbury, OR 85349",1321551305,True,2025-01-26 21:04:36,9826.01,2024-11-07 04:53:36,none
SYN_AAD_017050,ACC60302835,Jessica Rojas,1948-04-16,"896 Willis Stravenue Suite 273 Colemouth, VA 38861",2025825431,True,2025-04-03 22:02:04,12259.12,2025-06-29 15:12:22,none
SYN_AAD_002235,ACC97223100,Nancy Lee,1943-03-12,"049 Brian Streets North Aprilchester, KS 64665",3875082768,True,2022-03-04 01:11:55,56762.54,2025-08-04 09:51:00,none
SYN_AAD_007698,ACC69501420,Travis Goodwin,1984-01-23,"2629 Mark River Apt. 876 Lake Curtis, AR 72508",7172173373,True,2020-11-18 16:05:53,64981.84,2024-12-24 11:30:42,duplicate_aadhaar_diff_name
SYN_AAD_001823,ACC61858653,Christopher Moses,1963-10-08,"65914 Angela Divide East Mark, MN 92575",9835844617,True,2022-01-03 16:44:15,4357.93,2025-06-29 19:59:05,none
SYN_AAD_013612,ACC62310453,David Smith,1979-11-25,"791 Patricia Rapids Suite 029 South Chad, AR 43900",9787137529,True,2021-09-29 17:09:42,2124.51,2024-10-16 21:38:19,none
SYN_AAD_018310,ACC63059365,Michael Stanton,1952-12-18,"083 Benjamin Cape Suite 879 Stonehaven, VI 75070",5358523860,True,2022-12-31 20:42:52,1984.1,2024-12-15 06:26:02,none
SYN_AAD_010098,ACC98077009,James Miller,1978-04-13,"2391 Kimberly Row Port Sara, OR 98710",0143748309,True,2024-03-02 22:02:39,1476.99,2025-02-18 12:14:34,none
SYN_AAD_006798,ACC1404729,Michael Porter,1950-04-22,"221 Eric Way Ortizberg, AR 15596",1166122019,False,2023-07-21 05:12:18,37270.52,2025-05-03 22:16:50,none
SYN_AAD_018950,ACC10801857,Kendra Kim,1968-06-22,"49366 Clark Bridge South Debra, TN 40014",2421140868,True,2025-07-15 15:31:39,33690.61,2025-05-05 04:09:39,none
SYN_AAD_011289,ACC95004067,Chad Carlson,1985-09-30,"556 Lisa Street Port Sarahshire, PA 45752",9701371243,True,2023-05-31 13:47:23,2515.0,2025-03-17 12:25:41,none
SYN_AAD_016230,ACC10263592,Eric Bradshaw,1963-06-27,"20270 Martinez Ridges Apt. 738 Ramirezburgh, PA 81690",7166906322,False,2023-07-19 12:17:52,19827.98,2024-12-21 23:58:35,none
SYN_AAD_015468,ACC5259382,Sean Carey,1935-08-30,"30109 Velez Lodge Suite 975 Orozcoport, RI 09005",7955462347,True,2024-07-24 08:05:34,26565.87,2025-02-04 13:31:16,none
SYN_AAD_005897,ACC19176954,Andrew Brown,1950-10-05,"30683 Shannon Harbor South Evanhaven, AZ 71853",8157129015,False,2022-04-19 02:17:57,6626.68,2025-03-05 08:54:44,none
SYN_AAD_012634,ACC51259293,Alexander Byrd,1997-07-02,"04584 Evans Unions Suite 213 North Annetteburgh, MI 70190",7669470318,False,2022-05-04 06:10:04,27775.13,2025-04-12 15:55:38,duplicate_aadhaar_diff_name
SYN_AAD_015104,ACC61201634,Christopher Washington,1994-06-11,"PSC 6662, Box 1591 APO AP 32030",7000466614,False,2021-03-18 10:11:51,93140.1,2025-06-24 17:31:32,duplicate_aadhaar_diff_name
SYN_AAD_012369,ACC51418290,Jeremy Tucker,1998-03-28,"04938 Lori Port Suite 905 Lake Whitney, CA 42007",0499809497,True,2024-10-28 21:28:39,9304.88,2025-04-25 01:25:59,none
SYN_AAD_017671,ACC18849589,Austin Ford,1994-05-19,"9841 Odonnell Courts Apt. 374 South Timothyview, IA 31079",5623899499,True,2020-10-04 06:59:22,8334.67,2024-09-14 23:04:09,none
SYN_AAD_011395,ACC16922674,Susan Martin,1993-04-05,"37087 Daniel Loop Port Erictown, SC 87066",1813599898,True,2021-08-02 13:55:19,39096.78,2024-09-21 08:54:31,none
SYN_AAD_017604,ACC53755436,Tonya Simon,2003-03-06,"801 Shannon Hollow Apt. 217 Alejandrabury, OK 58219",7082004806,True,2021-06-06 20:23:05,27795.69,2025-07-07 19:42:00,none
SYN_AAD_007297,ACC1466177,Sarah James,1946-03-20,"12879 Moody Rapid Suite 882 Barberfurt, OR 88355",0409531419,False,2024-04-07 20:24:43,2176.75,2024-09-06 00:55:56,none
SYN_AAD_011716,ACC63143331,Kimberly Ward,1965-02-18,"1796 Kelly Cape Suite 496 Payneview, RI 56771",4784217028,True,2021-11-04 23:26:30,14074.15,2024-10-21 00:08:11,duplicate_aadhaar_diff_name
SYN_AAD_017840,ACC57925500,Mrs. Olivia Petersen,1989-12-21,"89348 Patel Parkway New Blake, NE 18518",6728799160,True,2023-03-09 11:57:58,7714.71,2024-09-17 14:59:07,none
SYN_AAD_004564,ACC34220503,Aaron Vaughn,1968-06-03,"61337 Kline Junctions East Bradley, KS 42603",6502544724,True,2024-04-13 08:14:54,9859.77,2024-12-21 09:30:56,duplicate_aadhaar_diff_name
SYN_AAD_005083,ACC37997080,Shelley Terry,1971-11-13,"1771 Isabel Ranch Apt. 880 Murrayside, FL 13201",1746813592,True,2025-04-11 20:11:57,47158.15,2025-01-30 21:40:31,none
SYN_AAD_003697,ACC5324134,Kimberly Ballard,1968-07-07,"987 Conrad Light Suite 155 Tiffanyton, DE 16769",9207536051,False,2024-03-24 08:22:40,7693.07,2025-05-12 02:27:57,none
SYN_AAD_013737,ACC83533595,Crystal Carlson,1988-05-16,"62189 Murphy Rapid Apt. 670 North Brookeshire, ME 18311",8942046648,False,2024-11-12 10:22:14,60158.99,2025-01-26 08:23:32,none
SYN_AAD_000512,ACC33301683,Richard Baker,1936-08-01,"6577 Medina Burgs Suite 453 Port William, PA 04287",2354662265,True,2024-01-03 14:17:27,19984.6,2025-04-22 15:06:29,none
SYN_AAD_003306,ACC80717834,Lee Perez,1941-12-09,"21224 Sylvia Union Suite 677 Richardmouth, RI 09326",0112411584,True,2021-02-22 01:24:33,6940.46,2024-08-22 07:39:39,none
SYN_AAD_019588,ACC91197485,Veronica Smith,1999-03-22,"7823 Gerald Ranch Suite 704 Taylorchester, WY 34988",6121203843,False,2024-04-16 23:11:29,22326.47,2025-01-01 04:57:42,none
SYN_AAD_001595,ACC33847661,Monica Delacruz,2007-01-28,"254 Kyle Crossing Apt. 854 Lauraview, AR 04621",4454752311,False,2024-06-09 22:04:14,31363.91,2024-12-08 19:21:38,none
SYN_AAD_013181,ACC59916591,Lisa Doyle,2001-06-28,"7633 Newman Springs South Geoffrey, ID 73257",2175080196,True,2023-06-07 18:12:45,1912.74,2025-05-24 12:39:14,none
SYN_AAD_007119,ACC8575790,Amanda Lynch,1965-11-14,"9353 Smith Walks New Cesarfurt, NV 62651",8165244454,True,2025-02-26 19:00:27,1185.63,2024-11-09 14:26:46,none
SYN_AAD_009478,ACC32428626,Sherry Barker,1999-04-17,"8105 Dawn Crossing New Stephen, NY 67674",8699969882,False,2023-04-23 20:47:59,11651.11,2025-02-22 20:06:53,none
SYN_AAD_016974,ACC43802529,Kelsey Sherman,1971-12-15,"6301 Page Extensions Davidborough, MP 73474",9728339121,True,2023-12-20 07:47:45,8643.83,2025-08-12 05:11:10,duplicate_aadhaar_diff_name
SYN_AAD_010507,ACC32796721,Terri Knight,1958-02-04,"983 Dustin Cape North Jacobburgh, FM 00777",1867661008,True,2023-12-02 17:30:24,3086.15,2024-10-06 04:58:35,none
SYN_AAD_004694,ACC89612211,Bradley Phillips,1985-05-08,"0384 Santos Row New Williamton, WY 63754",6823546951,True,2020-10-11 06:06:24,19258.11,2025-02-13 10:35:03,none
SYN_AAD_013551,ACC41332555,Jennifer White,1984-12-29,"9671 Smith Spurs Apt. 666 Adamsland, AL 85344",5411340785,True,2022-12-03 01:49:10,1757.11,2025-06-15 22:09:23,none
SYN_AAD_018242,ACC80412216,Amanda Gilbert,1984-08-13,"6834 Nicholas Stream Mooremouth, WY 02522",8688891787,False,2020-11-22 22:07:36,1510.92,2025-01-11 00:33:21,none
SYN_AAD_005738,ACC85019376,Jessica Cox,1945-03-08,"93201 Ryan Squares Suite 789 South Alexis, CO 73022",9521755851,True,2023-02-09 04:29:58,24500.0,2025-05-21 03:38:25,none
SYN_AAD_014825,ACC67521096,Paul Freeman,1987-01-16,"88241 Case Mews Gregoryberg, PA 63091",8917045421,True,2023-10-22 03:25:03,1773.08,2025-02-24 17:27:59,none
SYN_AAD_011285,ACC87344420,Amber Graham,2003-06-21,"57090 Bryan Locks Lake Rachel, MT 36560",7232472828,True,2020-09-04 10:53:33,9376.75,2024-09-11 15:03:10,none
SYN_AAD_009867,ACC43779814,Nancy Simpson,2004-12-14,"731 Victoria Cliffs Suite 850 Jonesstad, OH 84581",1195092711,True,2021-04-27 23:59:27,33511.51,2025-06-06 06:07:25,duplicate_aadhaar_diff_name
SYN_AAD_013377,ACC21027648,Natasha Perez,1994-08-05,"00716 Becker Avenue Scottland, FM 66584",8543298769,True,2024-02-21 04:05:37,85375.48,2024-12-31 18:39:29,none
SYN_AAD_008528,ACC73199509,David Frye,1950-05-11,"827 Linda Valleys East Rachelland, AZ 34293",0258963217,True,2024-05-11 02:19:00,9440.42,2024-11-27 09:01:51,none
SYN_AAD_007384,ACC41364158,Sierra Allen,1955-03-27,"4860 West Radial Lake Wendy, MH 39766",8425364628,False,2021-01-31 15:13:57,30024.85,2025-02-08 23:08:08,none
SYN_AAD_004730,ACC63146184,Tammy Bush,1988-03-07,"1562 Anne Stream Apt. 908 Rachelmouth, CT 06072",4091311178,False,2020-10-18 01:46:16,11040.66,2024-10-14 05:10:58,none
SYN_AAD_018428,ACC56388634,Edward Dunlap,1987-08-01,"06953 Roth Grove Lake Gregorytown, MH 11339",2759500260,False,2023-07-03 13:47:53,2357.6,2024-11-11 06:49:50,none
SYN_AAD_018261,ACC72134297,Tara Knox,1981-11-10,Unit 9479 Box 5074 DPO AE 65029,7327980595,True,2021-01-16 07:44:21,228.37,2024-08-23 17:14:51,none
SYN_AAD_007957,ACC35224936,Mrs. Megan Robinson,1976-01-06,"91045 Sharon Wells South Brandon, RI 92084",1184913599,True,2023-07-31 01:31:15,1159.01,2025-06-11 02:00:50,none
SYN_AAD_002590,ACC61369365,Susan Parks,1980-12-19,"1006 Hudson Ports Apt. 069 Hahnside, AR 10159",7740378423,False,2023-03-30 19:16:00,2500.52,2025-04-02 14:25:58,none
SYN_AAD_003029,ACC72891784,Victoria Atkins,1937-06-03,"6255 Jeffery Roads Suite 017 South Lawrence, DC 51771",4178429029,False,2023-04-02 18:44:19,27411.95,2024-12-26 12:02:52,none
SYN_AAD_006241,ACC7917129,Andrea Mclaughlin,1938-12-24,"053 Dana Plains Suite 843 East Oliviaville, CO 50836",7329045759,True,2023-05-21 03:09:04,65494.4,2025-07-18 20:24:00,none
SYN_AAD_019823,ACC81922827,Charlotte Jackson,1992-04-08,"33620 Stephen Knoll Apt. 147 Wuberg, AL 58817",1523802362,True,2021-03-17 12:51:58,6729.38,2025-01-03 20:49:51,none
SYN_AAD_002384,ACC26254849,Kelly Martinez,2001-02-28,"161 Wesley Forest Suite 588 Lake Briannamouth, OK 98755",7216880053,False,2022-06-21 16:01:02,5061.64,2024-09-15 00:40:58,none
SYN_AAD_019253,ACC98214603,Jaime Bender,2003-11-03,"PSC 7284, Box 5401 APO AP 18602",7200283948,True,2021-12-15 19:46:51,244.58,2024-09-11 22:01:56,none
SYN_AAD_012324,ACC65343201,Donald Mcclure,1972-07-27,"811 Dickson Lake Lake Alejandro, DC 96933",2030423227,True,2021-07-06 11:36:56,882.38,2024-11-22 14:04:00,duplicate_aadhaar_diff_name
SYN_AAD_010910,ACC41693207,Cory Roach,1952-05-30,"0646 Aaron Views Apt. 593 Bryantstad, MO 77120",9832102916,False,2023-11-07 12:30:13,15002.87,2025-07-21 22:46:19,none
SYN_AAD_000502,ACC29428357,Shannon Moore,2006-11-19,"3841 Myers Drive Port Mistyville, MT 64313",8056856670,False,2021-12-08 00:13:09,1533.23,2024-09-21 14:36:42,none
SYN_AAD_003844,ACC65279671,Regina Cox,1942-11-09,"4076 Petty Spur Suite 933 Cooperport, SD 79736",2732262611,False,2022-06-23 04:55:14,69671.5,2025-06-21 03:05:44,none
SYN_AAD_010182,ACC95458220,Tasha Wilson,1981-05-20,USNV Adams FPO AE 13793,8799196234,True,2023-11-14 04:31:57,19852.57,2024-11-30 08:12:17,duplicate_aadhaar_diff_name
SYN_AAD_018689,ACC75098828,Amy Mccoy,1952-11-12,"2505 Jeffrey Green Apt. 031 Lake Maryhaven, NM 53672",5457694757,True,2023-06-28 02:46:59,12122.56,2024-11-05 08:52:21,duplicate_aadhaar_diff_name
SYN_AAD_009275,ACC52091554,David Wood,1998-11-23,Unit 4669 Box 8616 DPO AE 37247,1254508095,True,2021-05-18 17:09:29,17556.52,2025-07-02 08:47:38,none
SYN_AAD_015850,ACC42395738,Ryan Simpson,1978-08-09,"664 White Walk Apt. 074 East Micheal, VT 77637",4261404893,True,2021-08-16 05:03:26,930.23,2024-12-14 20:07:27,duplicate_aadhaar_diff_name
SYN_AAD_016803,ACC67743428,Stacey Lewis,1942-03-25,"73100 Tyler Pines Suite 221 West Jessicamouth, CO 73505",5235426874,True,2021-08-04 01:06:37,60079.92,2025-03-01 01:03:07,none
SYN_AAD_015384,ACC43980983,Vincent Kane,1938-01-28,"2377 Anderson Meadows Suite 563 South Adam, KY 08620",5278105580,False,2024-09-30 23:55:04,12163.51,2025-07-18 12:14:39,none
SYN_AAD_012147,ACC42999682,Monica Jones,1959-12-27,"60943 Kayla Forge Riceland, NM 22059",3136955286,True,2022-03-22 03:18:20,6497.47,2025-03-31 11:43:53,none
SYN_AAD_018432,ACC30698906,Savannah Bowers,1981-06-11,"533 Gary Route Suite 393 North Justin, PR 62587",5323661850,False,2021-01-18 20:10:09,12461.17,2025-03-22 00:26:01,none
SYN_AAD_000531,ACC36000508,Amber Lopez,2002-05-21,"236 Corey Overpass East Randystad, SD 73065",8821764846,True,2024-05-25 21:40:56,17524.87,2025-06-08 16:05:58,none
SYN_AAD_019137,ACC78731247,Charles Petty,1964-02-14,Unit 2228 Box 0194 DPO AA 20681,8922256062,False,2023-10-18 05:37:49,73299.2,2025-05-01 17:49:27,none
SYN_AAD_015485,ACC21456313,James Whitaker,1999-10-17,"18046 Hill Views North Todd, MD 30531",1852013626,True,2024-01-12 07:31:40,23957.28,2024-11-16 23:17:01,none
SYN_AAD_007537,ACC51981231,Michelle Sandoval,1987-03-07,"0554 Lauren Road Apt. 516 Charlesshire, WI 88742",5640919693,True,2025-04-15 14:10:46,7407.59,2025-02-28 19:44:57,none
SYN_AAD_018875,ACC68015110,Charles Daniel,1934-09-14,"2620 Cindy Run Davisland, FL 40803",3936967897,True,2025-01-31 07:55:26,23086.59,2025-02-20 05:54:18,duplicate_aadhaar_diff_name
SYN_AAD_008790,ACC35537812,Christopher Henry,2000-06-26,"76075 Wong Manor Johnborough, SC 90277",3191654308,False,2022-08-14 04:36:11,48366.02,2024-10-07 08:48:45,none
SYN_AAD_015032,ACC98114303,Christopher Willis,1982-07-14,"6449 Marsh Haven Suite 000 South Tammy, NH 52358",4867649797,True,2022-05-07 04:18:35,59834.77,2025-01-16 17:12:28,none
SYN_AAD_016075,ACC62851421,Jessica Ewing,1969-08-07,"63553 Gonzalez Radial Proctorshire, NE 81301",7711952963,True,2023-10-16 06:44:10,19008.08,2025-04-07 11:02:48,none
SYN_AAD_016365,ACC23718459,Daniel Clark,1949-08-14,"6364 Vanessa Walk Christinahaven, RI 73847",9654663454,True,2022-10-28 10:48:03,53980.37,2025-06-21 00:37:03,duplicate_aadhaar_diff_name
SYN_AAD_014207,ACC66540707,Kristen Osborne,1988-06-17,"344 Mitchell Ports Natalieview, AK 69421",2309586297,True,2025-01-28 17:40:14,925.46,2025-04-03 05:11:40,duplicate_aadhaar_diff_name
SYN_AAD_017764,ACC87142207,Debra Wright,1948-09-24,Unit 9720 Box 2170 DPO AA 43338,8534655792,False,2020-09-20 07:27:27,9446.96,2024-09-05 14:34:55,none
SYN_AAD_005187,ACC5539747,Keith Charles,1986-07-21,USNS Cummings FPO AE 74762,0251213756,False,2023-12-19 10:06:32,87285.51,2024-11-01 20:29:07,none
SYN_AAD_002435,ACC90686372,George Byrd,1998-10-13,USCGC Arellano FPO AE 75692,1458434566,True,2022-07-13 00:39:30,18034.48,2025-08-17 21:15:04,none
SYN_AAD_000209,ACC56350347,Jacqueline Dyer,1975-01-01,"2203 Kyle Highway West Richard, SD 14628",4379686800,True,2025-06-22 19:34:11,70074.17,2025-07-20 01:43:08,none
SYN_AAD_007583,ACC10122502,Paul Chung,1955-06-15,"774 Steven Field West Jaredmouth, AR 20838",8502289466,False,2023-07-02 01:31:17,36443.8,2025-05-30 09:09:32,none
SYN_AAD_000299,ACC30356057,Tammy Moore,1961-12-28,"302 Dennis Locks East Jamestown, IN 03380",3467711675,True,2021-11-03 21:41:55,10716.7,2025-06-17 06:35:25,none
SYN_AAD_012229,ACC9113477,Leonard Potter,1977-07-12,"45301 Renee Street Lisaburgh, IA 04307",4202847190,True,2022-01-09 10:18:11,1160.54,2025-05-04 00:08:32,none
SYN_AAD_015833,ACC89487646,Eileen Ibarra,1942-08-04,"8717 Morris Green Suite 199 West Brendan, MN 84363",8727258122,True,2025-08-11 01:36:41,33522.35,2025-06-19 14:50:39,none
SYN_AAD_000216,ACC72432350,Janice Chang,1972-12-22,"73379 Laura Courts North Christopher, AR 16128",8035869017,True,2020-12-09 18:10:51,113897.47,2025-06-25 19:56:37,none
SYN_AAD_002450,ACC3244945,Brandon Lloyd,1948-09-22,"529 Moss Track Apt. 712 East Rebecca, MS 98600",3387220542,True,2022-02-18 00:20:23,29305.66,2025-01-13 07:26:24,duplicate_aadhaar_diff_name
SYN_AAD_009896,ACC72905550,Melinda Green,1986-09-09,"08334 Turner Wells West Waynehaven, NM 67160",0470205968,False,2023-04-19 21:20:09,37895.44,2024-11-01 12:34:50,none
SYN_AAD_000561,ACC68406294,Joan Scott,1959-05-10,"95634 Shaun Parks Floresburgh, GA 47515",0616581292,False,2021-12-22 14:23:49,11976.54,2024-10-17 13:12:08,none
SYN_AAD_014109,ACC25060788,Autumn Morris,1990-07-02,"559 Hall Gardens Barnettberg, SD 54057",9420661549,True,2023-07-10 23:24:03,61604.48,2024-09-26 15:37:32,none
SYN_AAD_010523,ACC71381817,Dr. Melissa Duarte,1940-02-19,"211 Melissa Court Port Charles, WA 39307",5826868764,True,2021-07-26 16:16:48,5192.07,2025-03-14 02:23:47,duplicate_aadhaar_diff_name
SYN_AAD_002056,ACC84185576,Whitney Taylor,1976-09-22,Unit 2006 Box 2987 DPO AA 84161,3585664641,True,2022-06-27 03:34:23,19253.41,2024-12-12 23:21:21,duplicate_aadhaar_diff_name
